entity_type,id,stable_key,section_id,ordinal,source_value,target_value,format,status
build_surface,urn:uuid:9eab40ce-4410-5bb4-b64d-f566d57a6e8c,build-surface/unit-022-pdf,,,pwsh -NoProfile -File scripts/build_unit_022.ps1 -OutputDirectory build/unit-022-replay,artifacts/unit-022-bab-3-kategori-diperkaya-dan-aditif.pdf,pdf,pass
citation,urn:uuid:8f9b5f66-3d61-5c78-a018-87d883c82cc9,citation/unit-022/ke05,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,,Ke05,Ke05,biblatex-key,preserved
citation,urn:uuid:71248e75-c174-5246-8d35-c6db910bd2ea,citation/unit-022/may99,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,,May99,May99,biblatex-key,preserved
diagram,urn:uuid:0d30b6f9-8222-5a76-a808-ce19ac1bdfef,diagram/unit-022/tikzcd-01,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,4,573-576,572-575,tikzcd,audited_preserved
diagram,urn:uuid:bdd90eaa-1475-5cec-98e5-e561cbb0c640,diagram/unit-022/tikzcd-02,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,5,577-580,576-579,tikzcd,audited_preserved
diagram,urn:uuid:422dcfa0-6f13-5a51-80bc-14a483099839,diagram/unit-022/tikzcd-03,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,6,587-591,586-590,tikzcd,audited_preserved
diagram,urn:uuid:aa33947b-8c0a-52b7-85d0-8bea7a4403e4,diagram/unit-022/tikzcd-04,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,7,596-600,595-599,tikzcd,audited_preserved
diagram,urn:uuid:d5e8661f-9a90-5052-aa00-f90bb82d3ea5,diagram/unit-022/tikzcd-05,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,8,634-636,633-635,tikzcd,audited_preserved
diagram,urn:uuid:bafb4d03-96e8-5ee7-b63e-a3f1d0f2f9bd,diagram/unit-022/tikzcd-06,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,9,639-639,638-638,tikzcd,audited_preserved
diagram,urn:uuid:568e318e-f831-510b-ac4f-9b3579691f0c,diagram/unit-022/tikzpicture-01,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,1,520-524,519-523,tikzpicture,audited_preserved
diagram,urn:uuid:5c8de8ac-dd72-5d74-8689-ae021b7be41c,diagram/unit-022/tikzpicture-02,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,2,539-551,538-550,tikzpicture,audited_preserved
diagram,urn:uuid:f269de96-49f2-562a-9fe4-749617f681cf,diagram/unit-022/tikzpicture-03,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,3,552-566,551-565,tikzpicture,audited_preserved
index_entry,urn:uuid:a537c591-feec-5dce-8b90-86b4a42aac76,index-entry/unit-022/ab-enriched-category,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,7,Ab-fanchou@$\cate{Ab}$-范畴,Ab-fanchou@kategori-$\cate{Ab}$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:e0032ee8-68f0-5562-844c-80e4e564730d,index-entry/unit-022/additive-category,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,9,jiaxingfanchou@加性范畴 (additive category),jiaxingfanchou@kategori aditif (additive category),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:a50e82aa-08fb-55c5-8b54-e9bbec8bc50e,index-entry/unit-022/additive-functor,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,10,hanzi!加性情形,hanzi@fungtor!kasus aditif,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:59699943-aa74-5433-98c1-a38a2708cfc4,index-entry/unit-022/biproduct,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,8,shuangji@双积 (biproduct),shuangji@biproduk (biproduct),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:e6feaa6a-f556-5752-bf32-772302217eff,index-entry/unit-022/enriched-category,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,1,chongshifanchou@充实范畴 (enriched category),chongshifanchou@kategori diperkaya (enriched category),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:c6fdf354-84a3-5122-b0f2-0e1485a844ce,index-entry/unit-022/enriched-equivalence,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,5,fanchoudengjia!充实情形,fanchoudengjia@ekuivalensi kategori!kasus diperkaya,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:42edbe08-c880-5d27-9c7c-27686dee28af,index-entry/unit-022/enriched-functor,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,3,hanzi!充实情形,hanzi@fungtor!kasus diperkaya,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:37afc1f9-5022-53bc-94cd-ba7db0cfb451,index-entry/unit-022/enriched-hom-symbol,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,2,"HomCi@$\iHom_{\mathcal{C}}(X, Y)$","HomCi@$\iHom_{\mathcal{C}}(X, Y)$",latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:2255020b-e100-5d85-9938-e38adb5dc067,index-entry/unit-022/enriched-natural-transformation,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,4,ziranbianhuan!充实情形,ziranbianhuan@transformasi natural!kasus diperkaya,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:3f5d876c-c0df-5d0a-9657-81151c2acdc6,index-entry/unit-022/topological-category,urn:uuid:92486b3a-ab2f-5e01-9591-97dde64dc3d9,6,tuopufanchou@拓扑范畴,tuopufanchou@kategori topologis (topological category),latex-index-key,source_key_preserved_target_key_localized
