owner_id,binding_role,language,path,line_start,line_end,bytes,sha256,span_sha256,span_hash_algorithm
urn:uuid:095c931c-7fec-5049-bdf4-914d242c45cf,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter3.tex,873,911,75571,7198f2c477890b333237156aba30b79db587e23dde7a878ed99f527e98a558d0,2c8841f289261d68cde3e40141b2da7ce4ca6a76074fc5cb9163a508dfed5857,sha256-utf8-lines-lf-v1
urn:uuid:095c931c-7fec-5049-bdf4-914d242c45cf,target,id-ID,repo/source/chapter3.tex,872,910,89608,443b71b515aef66c6ba8e259e65083604d227370c1ee7ca3ed49bdb5996f45fb,576c39746534853cd5127298cf0c2ba7f6afb239e4d7b83f368b7a9969c5f43a,sha256-utf8-lines-lf-v1
urn:uuid:0baf6c47-021d-5310-9475-81519e710250,rights-component,,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter3.tex,,,75571,7198f2c477890b333237156aba30b79db587e23dde7a878ed99f527e98a558d0,,
urn:uuid:0baf6c47-021d-5310-9475-81519e710250,rights-component,,repo/source/LICENSE,,,19045,48a83a6e39f7b2f166763b30776132c9a99aa816f17cb06f87ad5b8542a7b71f,,
urn:uuid:0baf6c47-021d-5310-9475-81519e710250,rights-component,,repo/source/ccby.png,,,12588,633aae44a5d5b8915debc82f56a8e05c1b62b567b1aefeabc18617b81d8a04a9,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,build-artifact,,artifacts/unit-024-bab-3-latihan-kategori-monoidal.pdf,,,86254,eb4ee13fffe6a54a50357a0043aa82e0958b2f30feb92c440b6ea10a5efdc6b4,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,build-input,,repo/fonts/NotoSansCJKsc-Black.otf,,,17797908,2267c4a0312d267dff8c0d1609948f7d949a3da8be3e126f5e2690cb9cc883b4,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,build-input,,repo/fonts/NotoSansCJKsc-Medium.otf,,,16523632,ca094f6b0001fb048ca39ddd797a0cdb0179e1e55c6561e111c49c3e6a61d7b7,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,build-input,,repo/fonts/NotoSansCJKsc-Regular.otf,,,16437364,2c76254f6fc379fddfce0a7e84fb5385bb135d3e399294f6eeb6680d0365b74b,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,build-input,,repo/fonts/NotoSerifCJKsc-Bold.otf,,,25521460,8af07d4b6c2e82bcc72a30e066eaf295f11b9424f4aad2eaa9fe0e9c3b38fc73,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,build-input,,repo/source/AJbook.cls,,,13780,f35dbe8942a880dfe70c072bcfe0491d8cc83f562c28a481b949ca4cc84f0b04,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,build-input,,repo/source/ccby.png,,,12588,633aae44a5d5b8915debc82f56a8e05c1b62b567b1aefeabc18617b81d8a04a9,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,build-input,,repo/source/chapter3.tex,,,89608,443b71b515aef66c6ba8e259e65083604d227370c1ee7ca3ed49bdb5996f45fb,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,build-input,,repo/source/coverpage-id-unit-024.tex,,,3734,1cb87dc92d184f0edaea2c67a752695a3a8d1d190ba919223d33270a3b3a8db9,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,build-input,,repo/source/font-setup-id.tex,,,2563,19c03e7fc4abaf7c433a85cf8adf32dbe5259d3de5106c8d1dd712af37dcd280,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,build-input,,repo/source/locale-ui-id.tex,,,2972,9d6c6aa162d11ce8f491703f640a808cdcf61280b300f22032d4caaa0035f3b9,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,build-input,,repo/source/myarrows.sty,,,3650,59ff5dc0d470674894c5369f6ee79442b71ce08fc02433be7c58387f9a684dd4,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,build-input,,repo/source/mycommand.sty,,,5925,4d8cdc54597197b8d207cec69fc9af93f9b02c49628e77ab1e9a6d046275d9bc,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,build-input,,repo/source/titles-setup-id.tex,,,329,db020adff03242f1f2fe8bcb6ec74b6072d9db6bd44971caadde3ce231a51f1b,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,build-input,,repo/source/titles-setup.tex,,,6274,f5a81e5ec9f0f2023b93d9b713f0bdc18171a1505863f44a15d65c8757eeadf7,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,build-input,,repo/source/unit-024-crossrefs.aux,,,474,daf5774efaa8b650881803ec8ae9d4eb28b88a9616d42c09b8c92179ba43abf0,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,build-log,,qa/UNIT_024_BUILD_FINAL.log,,,78542,62b3dac51522a1bd33ec6bd62a25f6dbef06ccbfa349982bb51b18eabc9c22fe,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,build-script,,scripts/build_unit_024.ps1,,,4891,13efa89a3b6519f96879048ed15e2f9ad8a85313cfb930064457a47e6e32a0b3,,
urn:uuid:0bd10403-be08-5bcd-aec8-f2f7b44e1d04,driver,,repo/source/unit-024-bab-3-latihan-kategori-monoidal.tex,,,5067,9823e3a5a3f6850d257abd32259583a579920ef062cc84f51b2e515c57772891,,
urn:uuid:0d89e2f4-7241-5f9e-a9d7-24627919f3d6,qa-witness,,qa/UNIT_024_TRANSLATION_SOURCE_REVIEW_20260824.md,,,8765,901a502b939ab51adc59324a521d6e98d5c71c01d3732d3af05e6dc072fea430,,
urn:uuid:10faf5cd-990f-5850-87b4-26922b062485,rights-component,,repo/source/AJbook.cls,,,13780,f35dbe8942a880dfe70c072bcfe0491d8cc83f562c28a481b949ca4cc84f0b04,,
urn:uuid:17b81194-b165-5533-bdf3-dc711a792b2f,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter3.tex,905,910,75571,7198f2c477890b333237156aba30b79db587e23dde7a878ed99f527e98a558d0,dca0455499c8800f0fbac7923694acf5f2f1605edc0e807cf211ce4e8b38804f,sha256-utf8-lines-lf-v1
urn:uuid:17b81194-b165-5533-bdf3-dc711a792b2f,target,id-ID,repo/source/chapter3.tex,904,909,89608,443b71b515aef66c6ba8e259e65083604d227370c1ee7ca3ed49bdb5996f45fb,977ebef722140093959002223d63270989d5695bf24afbb955f0d63028ad1a62,sha256-utf8-lines-lf-v1
urn:uuid:1a1f85ce-ff71-56db-83b4-fdf4f0cdbeb3,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter3.tex,874,874,75571,7198f2c477890b333237156aba30b79db587e23dde7a878ed99f527e98a558d0,8f65fd328358aa80ea63b36e5d2a222ba4d9bacc71f12ab3ef815c511847dd13,sha256-utf8-lines-lf-v1
