owner_id,binding_role,language,path,line_start,line_end,bytes,sha256,span_sha256,span_hash_algorithm
urn:uuid:2eb3ea58-4fa2-5562-98a4-69152f6db9f1,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,115,118,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,e981d7100007ebb8d80ce5de59cf1b304c394a0ec34cc55bc9df020351002a8a,sha256-utf8-lines-lf-v1
urn:uuid:2eb3ea58-4fa2-5562-98a4-69152f6db9f1,target,id-ID,repo/source/chapter7.tex,115,118,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,e981d7100007ebb8d80ce5de59cf1b304c394a0ec34cc55bc9df020351002a8a,sha256-utf8-lines-lf-v1
urn:uuid:30484e99-d1ae-520d-bb24-4173ee7c5c9d,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,455,455,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,cb80067a0d555253b3f50d8f2f642dacebf542ecdc35b55174a59cc41371a491,sha256-utf8-lines-lf-v1
urn:uuid:30484e99-d1ae-520d-bb24-4173ee7c5c9d,target,id-ID,repo/source/chapter7.tex,455,455,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,360f8bd93aac9a5f5a894f1acf4fd786adc3b3b6f9ee06a82d9cf862abb72a57,sha256-utf8-lines-lf-v1
urn:uuid:34a5686f-71df-5d70-8e33-2724b975ef24,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,268,268,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,594b9d57a7f1377b812b9bd8772b50282d9253a48c4fd92eb489e61690f460ba,sha256-utf8-lines-lf-v1
urn:uuid:34a5686f-71df-5d70-8e33-2724b975ef24,target,id-ID,repo/source/chapter7.tex,268,268,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,ee1f61f37e742d48ef7e0a87cfec24f7f2172ff5462dbe8991e9efb3126c29d3,sha256-utf8-lines-lf-v1
urn:uuid:37dc79eb-58e1-5648-b89e-3400791cef6f,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,981,981,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,8fcce6dd76fba2efc103d99e6c77d2aae8ba24f3e3c28e616a576bc89ab91e85,sha256-utf8-lines-lf-v1
urn:uuid:37dc79eb-58e1-5648-b89e-3400791cef6f,target,id-ID,repo/source/chapter7.tex,981,981,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,7c91dd8a7478f28b0d73f3c5f7b244d7b27bdfba2d73ca5149207dc1c1cb4457,sha256-utf8-lines-lf-v1
urn:uuid:37ed54cc-52c0-57c4-8635-a89f3f8a6c72,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,32,32,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,b6769265d1ede1bfe4cf68f783e820ab18b17a7d0ae7cf7f116d65694d954af3,sha256-utf8-lines-lf-v1
urn:uuid:37ed54cc-52c0-57c4-8635-a89f3f8a6c72,target,id-ID,repo/source/chapter7.tex,32,32,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,e7694b76995a148b258ee3d1c942e4a102aaa6969268278407bbfefe90114930,sha256-utf8-lines-lf-v1
urn:uuid:383e4d6e-91f5-5779-83f5-b3f905655d47,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,211,211,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,8b2d71e3224874eabc7a7648fcb9b5027c829fc8caa4f00f972e8431df33035a,sha256-utf8-lines-lf-v1
urn:uuid:383e4d6e-91f5-5779-83f5-b3f905655d47,target,id-ID,repo/source/chapter7.tex,211,211,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,f5dc7837d61a74b5da039df4756cb1a6dc1314e475fa76323bb44e7d801deac8,sha256-utf8-lines-lf-v1
urn:uuid:3872af3e-969b-56bc-b978-6178eececc64,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,668,671,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,1186bfd43533ef2858e25f0ccd8d35573c30bbfffcb9eda099a3c388e6c3dbb0,sha256-utf8-lines-lf-v1
urn:uuid:3872af3e-969b-56bc-b978-6178eececc64,target,id-ID,repo/source/chapter7.tex,668,671,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,1186bfd43533ef2858e25f0ccd8d35573c30bbfffcb9eda099a3c388e6c3dbb0,sha256-utf8-lines-lf-v1
urn:uuid:3dbedd7c-ef4b-598e-8404-4208b5689bae,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,147,294,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,cfd3a18ecd18efea641bc358b7ec4aa9bef6530b4f513f1f3fda2cc4de70727d,sha256-utf8-lines-lf-v1
urn:uuid:3dbedd7c-ef4b-598e-8404-4208b5689bae,target,id-ID,repo/source/chapter7.tex,147,294,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,782ba295ac51e2ddea2f79d4138377f37cccee2284fab50e9e95f553d8c87b39,sha256-utf8-lines-lf-v1
urn:uuid:40ec409e-a6ca-50db-bb15-05f070c6c419,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,42,42,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,7a6c6ecc2fbfc5a85c1d84e1907581398582522a88f2ab53d247801037ff95ad,sha256-utf8-lines-lf-v1
urn:uuid:40ec409e-a6ca-50db-bb15-05f070c6c419,target,id-ID,repo/source/chapter7.tex,42,42,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,87e777c8b97571d3fb6adb14c9c9ba18acb06d2939ee11ec2fd30014e16376ce,sha256-utf8-lines-lf-v1
urn:uuid:410a2c65-83cd-5d70-b793-b9f83039970b,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,1056,1056,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,856ff5ac34915e1d6493f8c3ac7c0493d1318f067ef65d201e9d7371983169b8,sha256-utf8-lines-lf-v1
urn:uuid:410a2c65-83cd-5d70-b793-b9f83039970b,target,id-ID,repo/source/chapter7.tex,1056,1056,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,f21dda3f4c505380baea99b8a5f670d5089188ccd9a75ca9cb6c39e8e7ff0c32,sha256-utf8-lines-lf-v1
urn:uuid:41b5f0da-bcaa-541f-acc3-3d78da803f56,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,910,910,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,c509d21faf9646d7a54fd1be072825754ea19de9d5467071fd41e93cd2853a2a,sha256-utf8-lines-lf-v1
urn:uuid:41b5f0da-bcaa-541f-acc3-3d78da803f56,target,id-ID,repo/source/chapter7.tex,910,910,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,2e4923e5316248f81fea75e3cfe41c3e718f07c93ecf7f2e9a9f4d2ebcc8eaee,sha256-utf8-lines-lf-v1
urn:uuid:4272bacb-edcf-5d8b-8009-058ad6436bad,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,99,102,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,450babdd347f6fb8dada47095e350f49bc1d74eab649c41832dc52143ee2e9e9,sha256-utf8-lines-lf-v1
urn:uuid:4272bacb-edcf-5d8b-8009-058ad6436bad,target,id-ID,repo/source/chapter7.tex,99,102,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,450babdd347f6fb8dada47095e350f49bc1d74eab649c41832dc52143ee2e9e9,sha256-utf8-lines-lf-v1
urn:uuid:4480e6bd-3c05-5bdb-a765-8d00086276e6,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,1044,1044,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,2e565e1b3adf797f930cffec2ba2ecafb01161ae85395bc5467431d06018c9a1,sha256-utf8-lines-lf-v1
urn:uuid:4480e6bd-3c05-5bdb-a765-8d00086276e6,target,id-ID,repo/source/chapter7.tex,1044,1044,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,9651093db4bda8fcf534b77029b7fc075ea32c3261e96c1b12f8d24504fba009,sha256-utf8-lines-lf-v1
urn:uuid:49596351-1044-5f7f-ac8f-5eea1a5cdced,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,594,607,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,17e6608e4b42f10f91aca7fd79504a8a79d784d679e090c7aa7a7d52c66d1847,sha256-utf8-lines-lf-v1
urn:uuid:49596351-1044-5f7f-ac8f-5eea1a5cdced,target,id-ID,repo/source/chapter7.tex,594,607,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,17e6608e4b42f10f91aca7fd79504a8a79d784d679e090c7aa7a7d52c66d1847,sha256-utf8-lines-lf-v1
urn:uuid:54d41950-9304-54c9-b852-a13b1011adf6,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,1019,1019,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,70e5326c1d7234c7204de5c07d009af254e1a95c97839a7af0bf4514676dbe6b,sha256-utf8-lines-lf-v1
urn:uuid:54d41950-9304-54c9-b852-a13b1011adf6,target,id-ID,repo/source/chapter7.tex,1019,1019,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,70e5326c1d7234c7204de5c07d009af254e1a95c97839a7af0bf4514676dbe6b,sha256-utf8-lines-lf-v1
urn:uuid:5c68666c-47c4-5aa5-a691-dceb4d639725,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,215,215,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,e904ef3bdbb477be656596d275f50c7ebcde7c099690c7d957836dd5745796da,sha256-utf8-lines-lf-v1
urn:uuid:5c68666c-47c4-5aa5-a691-dceb4d639725,target,id-ID,repo/source/chapter7.tex,215,215,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,374345730819fb6100dfea43cc39865c038ba79b11f97bedc44f6b575d903b14,sha256-utf8-lines-lf-v1
urn:uuid:5fdecaa8-51bd-57b9-a7bb-2627c9d7d86a,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,413,413,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,2340232f25abae08cc763d5edcd38923f406f777f8b64ff77a8b72203616b4f5,sha256-utf8-lines-lf-v1
urn:uuid:5fdecaa8-51bd-57b9-a7bb-2627c9d7d86a,target,id-ID,repo/source/chapter7.tex,413,413,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,7c9079396e6a423fa44da484ddc6de84232d0f3982a28569bf476c06c06fb001,sha256-utf8-lines-lf-v1
urn:uuid:603f7cfc-2034-5e51-a7cd-cae2d3bec833,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,1,26,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,3e131c169468b731a061d70ec498ce254d9046f563d79b2590810566e395baa1,sha256-utf8-lines-lf-v1
urn:uuid:603f7cfc-2034-5e51-a7cd-cae2d3bec833,target,id-ID,repo/source/chapter7.tex,1,26,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,7339baedec6e04b51609e3f0e27288ccd1a05cd221a3272937ab93526cc79e1d,sha256-utf8-lines-lf-v1
urn:uuid:624ac6e0-0ed9-531c-8b35-47c040240806,rights-component,,artifacts/metode-aljabar-jilid-1-id-lengkap.pdf,,,2875853,c2994530e3da1711d44f8c36315c40874e87f1968d1a81c1432105de2251c2ee,,
urn:uuid:624ac6e0-0ed9-531c-8b35-47c040240806,rights-component,,repo/fonts/FANDOL-AUTHORITY.json,,,2557,1b74145b289d1c87f79f2e633934f10404adf9a4c02349c7db523de63b892a1f,,
urn:uuid:624ac6e0-0ed9-531c-8b35-47c040240806,rights-component,,repo/fonts/GPL-3.0-with-Fandol-font-exception.txt,,,35737,853b586f0d520493390e571431afaf36a5fbb27dcfd239338a7ee9b0505cb004,,
urn:uuid:64746142-930e-5664-b4bd-d7c2de3085af,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,52,55,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,5bc872cb85600c563d53a16d0937a9eb1c0365fa1dad1f8009cc02770c287140,sha256-utf8-lines-lf-v1
urn:uuid:64746142-930e-5664-b4bd-d7c2de3085af,target,id-ID,repo/source/chapter7.tex,52,55,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,5bc872cb85600c563d53a16d0937a9eb1c0365fa1dad1f8009cc02770c287140,sha256-utf8-lines-lf-v1
urn:uuid:653cdca0-47c0-566a-8632-b683b40299fe,build-artifact,,artifacts/metode-aljabar-jilid-1-id-lengkap.pdf,,,2875853,c2994530e3da1711d44f8c36315c40874e87f1968d1a81c1432105de2251c2ee,,
urn:uuid:653cdca0-47c0-566a-8632-b683b40299fe,build-input,,repo/source/Al-jabr.bib,,,29580,4979570eb4e3a9edcddd2f975790e56c98dcb3201e03e0a1fbdd64ba60c8263e,,
urn:uuid:653cdca0-47c0-566a-8632-b683b40299fe,build-input,,repo/source/chapter7.tex,,,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,,
urn:uuid:653cdca0-47c0-566a-8632-b683b40299fe,build-input,,repo/source/full-reader-id.tex,,,2987,bcd12bc5663513e406a1c29af299cf986dcf1856179aadca9ed08406c9c6dfb5,,
urn:uuid:653cdca0-47c0-566a-8632-b683b40299fe,build-log,,qa/LI_COMPLETE_BUILD_FINAL.log,,,113458,95cb040d490d7dcc91a296b2a254604fa557b16cb07d4130a6dbf8c2b7a447d1,,
urn:uuid:653cdca0-47c0-566a-8632-b683b40299fe,build-script,,scripts/build_li_complete.ps1,,,4263,4f7561d8ad7c975f14b48f57ea758a29d0daed882aa8c1e2bd1e7ed6cd03eaf6,,
urn:uuid:653cdca0-47c0-566a-8632-b683b40299fe,driver,,repo/source/full-reader-id.tex,,,2987,bcd12bc5663513e406a1c29af299cf986dcf1856179aadca9ed08406c9c6dfb5,,
urn:uuid:66660dc6-bf20-5496-b806-e41ac1cce1a7,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,112,115,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,c681f1ba7361ac5ba27ba44c53a67985e254d44bf2c2ef3662bdcf58733128be,sha256-utf8-lines-lf-v1
urn:uuid:66660dc6-bf20-5496-b806-e41ac1cce1a7,target,id-ID,repo/source/chapter7.tex,112,115,132871,6647f499bbe7ea82711bb550004e8bcaa264f1e5ba9c742128acb7b764d039b3,c681f1ba7361ac5ba27ba44c53a67985e254d44bf2c2ef3662bdcf58733128be,sha256-utf8-lines-lf-v1
urn:uuid:6888f8c5-89ba-5f70-8c7a-d918d780ac83,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter7.tex,455,455,111676,18c0f3c91db7f3e4d73fb0b79e4bc719f70475e83af3123f4b0dd0fd4e2ccee6,cb80067a0d555253b3f50d8f2f642dacebf542ecdc35b55174a59cc41371a491,sha256-utf8-lines-lf-v1
