owner_id,binding_role,language,path,line_start,line_end,bytes,sha256,span_sha256,span_hash_algorithm
urn:uuid:0032512f-25d9-53ac-8f4f-45b9962dc9ec,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter8.tex,925,925,102216,365d36bb26f16d6679169c338934eb0404c29282da568f3f1916663a6808c6d4,ed9abc5c6280ba8fff03042d32fa6708cceffbdcd642437d3920fdbc01b8bb21,sha256-utf8-lines-lf-v1
urn:uuid:0032512f-25d9-53ac-8f4f-45b9962dc9ec,target,id-ID,repo/source/chapter8.tex,925,925,121871,68474f1dc3234410550d576c8cf2ce2fcf7f3c65a6f7a3ae23ee554a5990eb3e,aafe6e9cad37b77b81da9b8dc2bf902cf650ac7b6fe003d3516f710032b45135,sha256-utf8-lines-lf-v1
urn:uuid:092e3769-f7e7-51ad-9e31-ffdf975d4659,build-artifact,,artifacts/metode-aljabar-jilid-1-id-lengkap.pdf,,,2875853,c2994530e3da1711d44f8c36315c40874e87f1968d1a81c1432105de2251c2ee,,
urn:uuid:092e3769-f7e7-51ad-9e31-ffdf975d4659,build-input,,repo/source/Al-jabr.bib,,,29580,4979570eb4e3a9edcddd2f975790e56c98dcb3201e03e0a1fbdd64ba60c8263e,,
urn:uuid:092e3769-f7e7-51ad-9e31-ffdf975d4659,build-input,,repo/source/chapter8.tex,,,121871,68474f1dc3234410550d576c8cf2ce2fcf7f3c65a6f7a3ae23ee554a5990eb3e,,
urn:uuid:092e3769-f7e7-51ad-9e31-ffdf975d4659,build-input,,repo/source/full-reader-id.tex,,,2987,bcd12bc5663513e406a1c29af299cf986dcf1856179aadca9ed08406c9c6dfb5,,
urn:uuid:092e3769-f7e7-51ad-9e31-ffdf975d4659,build-log,,qa/LI_COMPLETE_BUILD_FINAL.log,,,113458,95cb040d490d7dcc91a296b2a254604fa557b16cb07d4130a6dbf8c2b7a447d1,,
urn:uuid:092e3769-f7e7-51ad-9e31-ffdf975d4659,build-script,,scripts/build_li_complete.ps1,,,4263,4f7561d8ad7c975f14b48f57ea758a29d0daed882aa8c1e2bd1e7ed6cd03eaf6,,
urn:uuid:092e3769-f7e7-51ad-9e31-ffdf975d4659,driver,,repo/source/full-reader-id.tex,,,2987,bcd12bc5663513e406a1c29af299cf986dcf1856179aadca9ed08406c9c6dfb5,,
urn:uuid:093ba433-bc31-5bcd-8925-0e65c09ffe04,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter8.tex,540,540,102216,365d36bb26f16d6679169c338934eb0404c29282da568f3f1916663a6808c6d4,9313c269b02a713447a9468a737222416edfa1936f776a96f89dcb7641412742,sha256-utf8-lines-lf-v1
urn:uuid:093ba433-bc31-5bcd-8925-0e65c09ffe04,target,id-ID,repo/source/chapter8.tex,540,540,121871,68474f1dc3234410550d576c8cf2ce2fcf7f3c65a6f7a3ae23ee554a5990eb3e,43931c26465cd1b8330c45252a537bc589e74d3e4a902329c31e5cf7f9a9b174,sha256-utf8-lines-lf-v1
urn:uuid:0ad6e679-f229-5804-a1fb-341c1387eb7b,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter8.tex,249,249,102216,365d36bb26f16d6679169c338934eb0404c29282da568f3f1916663a6808c6d4,774da8a0362ce47d1c5b4f4b1bd28b42ab747f5d1aacfb7fb649930aefda47d6,sha256-utf8-lines-lf-v1
urn:uuid:0ad6e679-f229-5804-a1fb-341c1387eb7b,target,id-ID,repo/source/chapter8.tex,249,249,121871,68474f1dc3234410550d576c8cf2ce2fcf7f3c65a6f7a3ae23ee554a5990eb3e,8d2854b8ee35ec076d9d7bf726b3eb750b8c37ee64bb0019e37dc4c541e4c35c,sha256-utf8-lines-lf-v1
urn:uuid:0baf6c47-021d-5310-9475-81519e710250,rights-component,,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter8.tex,,,102216,365d36bb26f16d6679169c338934eb0404c29282da568f3f1916663a6808c6d4,,
urn:uuid:0baf6c47-021d-5310-9475-81519e710250,rights-component,,build/chapter8-batch-candidate/chapter8-complete-id.tex,,,121871,68474f1dc3234410550d576c8cf2ce2fcf7f3c65a6f7a3ae23ee554a5990eb3e,,
urn:uuid:0baf6c47-021d-5310-9475-81519e710250,rights-component,,repo/source/LICENSE,,,19045,48a83a6e39f7b2f166763b30776132c9a99aa816f17cb06f87ad5b8542a7b71f,,
urn:uuid:0baf6c47-021d-5310-9475-81519e710250,rights-component,,repo/source/chapter8.tex,,,121871,68474f1dc3234410550d576c8cf2ce2fcf7f3c65a6f7a3ae23ee554a5990eb3e,,
urn:uuid:0f68cd0a-3e6a-5f21-9498-76b9797ee90b,source,zh-Hans,authority/source/AlJabr-1-c4f7a01f68f5f407906b4b970640cddbbad85f6b/chapter8.tex,361,364,102216,365d36bb26f16d6679169c338934eb0404c29282da568f3f1916663a6808c6d4,339555b73b923ed3ee84dfe17468543a7414c1c26ffe19657a860e66f9aeecb8,sha256-utf8-lines-lf-v1
urn:uuid:0f68cd0a-3e6a-5f21-9498-76b9797ee90b,target,id-ID,repo/source/chapter8.tex,361,364,121871,68474f1dc3234410550d576c8cf2ce2fcf7f3c65a6f7a3ae23ee554a5990eb3e,a0e05c9ff1f8065da25075a3676b338de447ccd0f73f8ccecc090da7a287d32a,sha256-utf8-lines-lf-v1
urn:uuid:10faf5cd-990f-5850-87b4-26922b062485,rights-component,,repo/source/AJbook.cls,,,13780,f35dbe8942a880dfe70c072bcfe0491d8cc83f562c28a481b949ca4cc84f0b04,,
urn:uuid:12bcd1d7-24e7-5515-bd13-2193618c7857,qa-witness,,qa/LI_COMPLETE_BUILD_FINAL.log,,,113458,95cb040d490d7dcc91a296b2a254604fa557b16cb07d4130a6dbf8c2b7a447d1,,
