entity_type,id,stable_key,section_id,ordinal,source_value,target_value,format,status
build_surface,urn:uuid:1753315b-c21b-57e0-bfa8-0a9e490a64ef,build-surface/unit-025-pdf,,,pwsh -NoProfile -File scripts/build_unit_025.ps1 -OutputDirectory build/unit-025-replay,artifacts/unit-025-bab-4-semigrup-monoid-dan-grup-id.pdf,pdf,pass
citation,urn:uuid:c2417bde-a406-5b49-9a93-aeb00222bdd9,citation/unit-025/01-har00,urn:uuid:8cb7ae37-ffac-5509-a911-0fe1a30db454,,Har00,Har00,biblatex-key,preserved
citation,urn:uuid:450eff0b-6438-57c9-a2a8-880aa45424c2,citation/unit-025/02-bou-alg1,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,,Bou-Alg1,Bou-Alg1,biblatex-key,preserved
citation,urn:uuid:ac3037ce-928a-57c8-bcb3-8eabb198d8d6,citation/unit-025/03-wil09,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,,Wil09,Wil09,biblatex-key,preserved
index_entry,urn:uuid:2d6a2bc9-437e-53de-936b-371189a3e1da,index-entry/unit-025/main/001,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,1,eryuanyunsuan@二元运算 (binary operation),eryuanyunsuan@operasi biner (binary operation),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:a18641fe-9554-58c2-970a-c00faca46a68,index-entry/unit-025/main/002,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,2,jiaohuan@交换,jiaohuan@komutatif,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:9be9a859-b494-57b5-9fff-025d3bd7ba04,index-entry/unit-025/main/003,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,3,yaoyuan@幺元 (unit),yaoyuan@unsur identitas (identity element),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:95248768-b2d5-5ba6-aac7-d0280845d617,index-entry/unit-025/main/004,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,4,keniyuan@可逆元 (invertible element),keniyuan@unsur invertibel (invertible element),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:a5e9e678-37bb-59ed-ae96-2906f542db14,index-entry/unit-025/main/005,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,5,yaobanqun@幺半群 (monoid),yaobanqun@monoid (monoid),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:72d77253-248e-5954-80c4-42faa2f0f88f,index-entry/unit-025/main/006,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,6,yaobanqun!子幺半群,yaobanqun@monoid (monoid)!submonoid,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:55f99b51-864b-54de-8922-21ef2cf8a812,index-entry/unit-025/main/007,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,7,qun@群 (group),qun@grup (group),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:a326768f-0718-557d-a8e7-364cafffa5bc,index-entry/unit-025/main/008,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,8,qun!阶 (order),qun@grup (group)!orde (order),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:63e37923-e171-5038-9951-97ef70eec4eb,index-entry/unit-025/main/009,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,9,danweiqun@单位群 (unit group),danweiqun@grup unit (unit group),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:df4af563-bbb1-5dcf-b9cd-f18e79dab1ed,index-entry/unit-025/main/012,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,12,duichengqun@对称群 (symmetric group),duichengqun@grup simetris (symmetric group),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:fd9558be-1e00-5e8a-8c4f-29bd0923b2e2,index-entry/unit-025/main/013,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,13,ziqun@子群 (subgroup),ziqun@subgrup (subgroup),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:4b4d45cd-3a05-5b19-bd2b-dba554467001,index-entry/unit-025/main/014,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,14,zhengguiziqun@正规子群 (normal subgroup),zhengguiziqun@subgrup normal (normal subgroup),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:4b00a99f-1fed-5482-83d8-c41e8fd81fb2,index-entry/unit-025/main/015,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,15,qun!单 (simple),qun@grup (group)!sederhana (simple),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:390dea50-3efa-568c-9709-0a1b5a0d8498,index-entry/unit-025/main/018,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,18,qun!阶 (order),qun@grup (group)!orde (order),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:c2b86c17-7ff8-5a8e-bf9b-cfaf5f103f52,index-entry/unit-025/main/019,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,19,xunhuanqun@循环群 (cyclic group),xunhuanqun@grup siklik (cyclic group),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:ca34a5f5-f035-5d84-995d-2081879ef679,index-entry/unit-025/main/020,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,20,peiji@陪集 (coset),peiji@koset (coset),latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:7bccf8e4-967a-5ff5-9435-567e1fa66a13,index-entry/unit-025/main/022,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,22,zhongxin,zhongxin@pusat,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:91d15ebe-0bb7-570d-ba0f-1c15f04c3d93,index-entry/unit-025/sym1/010,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,10,G-op@$G^\text{op}$,G-op@$G^\text{op}$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:62e8e0d2-32fd-5fcc-a227-566821474b80,index-entry/unit-025/sym1/011,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,11,"GL_n@$\GL(n,F)$","GL_n@$\GL(n,F)$",latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:c85a018c-b9e8-5b58-bd63-bc3e0632e2e9,index-entry/unit-025/sym1/016,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,16,<E>@$\lrangle{E}$,<E>@$\lrangle{E}$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:c52278f6-998e-5c17-9f72-a581738e4d3a,index-entry/unit-025/sym1/017,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,17,ordx@$\ord(x)$,ordx@$\ord(x)$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:1a9c761b-40a2-5fc8-9a54-67990801fda9,index-entry/unit-025/sym1/021,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,21,G:H@$(G:H)$,G:H@$(G:H)$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:eb6a0c20-cb02-53c6-b0fe-7c39831aa380,index-entry/unit-025/sym1/023,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,23,Z_G@$Z_G$,Z_G@$Z_G$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:79407449-4f56-53bd-ba89-3e4ed64f345e,index-entry/unit-025/sym1/024,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,24,N_G(E)@$N_G(\cdot)$,N_G(E)@$N_G(\cdot)$,latex-index-key,source_key_preserved_target_key_localized
index_entry,urn:uuid:7a8ae622-e97f-5fd6-82c9-92c6152b2fd6,index-entry/unit-025/sym1/025,urn:uuid:e75f23e9-ad13-53b2-98bc-621546d69e24,25,Z_G(E)@$Z_G(\cdot)$,Z_G(E)@$Z_G(\cdot)$,latex-index-key,source_key_preserved_target_key_localized
